clause_text,Judgment,label
근로감독관이 신분증이나 지령서를 제시하지 않더라도 고용노동부 공무원임을 구두로 확인하면 조사에 응해야 한다.,제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
신분 증명이 없더라도 사용자가 자발적으로 조사에 응하면 이는 적법한 행정 조사로 인정된다.,제102조(신분 제시) 현장조사 및 검진 시 신분증과 지령서를 반드시 제시해야 하며 사용자는 정당한 증명 없는 조사를 거부할 권리가 있다.,1
신분 증명이 없더라도 사용자가 자발적으로 조사에 응하면 이는 적법한 행정 조사로 인정된다.,"제102조(현장 조사) 근로감독관은 사업장 현장조사, 서류 제출 요구 및 심문을 할 수 있으며 사용자는 이 권한 행사를 거부할 수 없다.",0
신분 증명이 없더라도 사용자가 자발적으로 조사에 응하면 이는 적법한 행정 조사로 인정된다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"지령서에 명시된 범위를 초과하는 조사라도 근로감독관이 필요하다고 판단하는 경우 응해야 하며, 이는 법의 목적을 달성하기 위한 정당한 확장이다.","제102조(지령서 명시) 지령서에는 일시, 장소, 범위를 분명하게 적어야 하며 사용자는 명시된 범위를 벗어난 과도한 조사에 대해 이의를 제기할 수 있다.",1
"지령서에 명시된 범위를 초과하는 조사라도 근로감독관이 필요하다고 판단하는 경우 응해야 하며, 이는 법의 목적을 달성하기 위한 정당한 확장이다.",제102조(신분 제시) 현장조사 및 검진 시 신분증과 지령서를 반드시 제시해야 하며 사용자는 정당한 증명 없는 조사를 거부할 권리가 있다.,0
"지령서에 명시된 범위를 초과하는 조사라도 근로감독관이 필요하다고 판단하는 경우 응해야 하며, 이는 법의 목적을 달성하기 위한 정당한 확장이다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
지령서에 명시되지 않은 사업장 구역이나 서류에 대한 조사도 근로감독관의 요청이면 협조해야 한다.,"제102조(지령서 명시) 지령서에는 일시, 장소, 범위를 분명하게 적어야 하며 사용자는 명시된 범위를 벗어난 과도한 조사에 대해 이의를 제기할 수 있다.",1
지령서에 명시되지 않은 사업장 구역이나 서류에 대한 조사도 근로감독관의 요청이면 협조해야 한다.,제102조(사법경찰권) 근로감독관은 노동법 위반 죄에 대해 사법경찰관의 직무를 수행하며 사용자는 범죄 수사 절차에 성실히 임해야 한다.,0
지령서에 명시되지 않은 사업장 구역이나 서류에 대한 조사도 근로감독관의 요청이면 협조해야 한다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
근로감독관이 사법경찰관으로서 수사를 진행하더라도 사용자는 검사의 명시적 지시 없이는 협조할 의무가 없다.,제102조(사법경찰권) 근로감독관은 노동법 위반 죄에 대해 사법경찰관의 직무를 수행하며 사용자는 범죄 수사 절차에 성실히 임해야 한다.,1
근로감독관이 사법경찰관으로서 수사를 진행하더라도 사용자는 검사의 명시적 지시 없이는 협조할 의무가 없다.,"제102조(현장 조사) 근로감독관은 사업장 현장조사, 서류 제출 요구 및 심문을 할 수 있으며 사용자는 이 권한 행사를 거부할 수 없다.",0
근로감독관이 사법경찰관으로서 수사를 진행하더라도 사용자는 검사의 명시적 지시 없이는 협조할 의무가 없다.,제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
"근로감독관의 수사에 대해 사용자는 변호사 자문 없이는 응하지 않아도 되며, 이는 정당한 권리이다.",제102조(사법경찰권) 근로감독관은 노동법 위반 죄에 대해 사법경찰관의 직무를 수행하며 사용자는 범죄 수사 절차에 성실히 임해야 한다.,1
"근로감독관의 수사에 대해 사용자는 변호사 자문 없이는 응하지 않아도 되며, 이는 정당한 권리이다.","제102조(지령서 명시) 지령서에는 일시, 장소, 범위를 분명하게 적어야 하며 사용자는 명시된 범위를 벗어난 과도한 조사에 대해 이의를 제기할 수 있다.",0
"근로감독관의 수사에 대해 사용자는 변호사 자문 없이는 응하지 않아도 되며, 이는 정당한 권리이다.",제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"장관의 관계 기관에 대한 자료 요청은 강제성이 없으므로, 요청을 받은 기관은 내부 방침에 따라 거절할 수 있다.",제102조(자료 요청) 장관은 조건 보호를 위해 관계 기관에 정보 제공을 요청할 수 있으며 사용자는 기관 간 정보 공유를 피할 수 없다.,0
"장관의 관계 기관에 대한 자료 요청은 강제성이 없으므로, 요청을 받은 기관은 내부 방침에 따라 거절할 수 있다.",제102조(협조 의무) 자료 요청을 받은 기관장은 정당한 사유 없이 거절할 수 없으며 사용자는 관계 기관의 적법한 조사를 수용해야 한다.,1
"장관의 관계 기관에 대한 자료 요청은 강제성이 없으므로, 요청을 받은 기관은 내부 방침에 따라 거절할 수 있다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
"사용자 관련 소득·고용 정보를 고용노동부에 공유하는 것은 개인정보 보호법상 제한되므로, 별도 동의 없이는 제공할 수 없다.",제102조(자료 요청) 장관은 조건 보호를 위해 관계 기관에 정보 제공을 요청할 수 있으며 사용자는 기관 간 정보 공유를 피할 수 없다.,1
"사용자 관련 소득·고용 정보를 고용노동부에 공유하는 것은 개인정보 보호법상 제한되므로, 별도 동의 없이는 제공할 수 없다.",제102조(소득 정보) 사업소득 및 근로소득 관련 정보를 요청할 수 있으며 사용자는 소득 정보를 허위로 보고하거나 은폐할 수 없다.,0
"사용자 관련 소득·고용 정보를 고용노동부에 공유하는 것은 개인정보 보호법상 제한되므로, 별도 동의 없이는 제공할 수 없다.",제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"사업소득 및 근로소득 관련 정보는 세무 신고 내용을 기준으로 하므로, 실제 지급 임금과 차이가 있더라도 세무 신고 내용이 우선한다.",제102조(소득 정보) 사업소득 및 근로소득 관련 정보를 요청할 수 있으며 사용자는 소득 정보를 허위로 보고하거나 은폐할 수 없다.,1
"사업소득 및 근로소득 관련 정보는 세무 신고 내용을 기준으로 하므로, 실제 지급 임금과 차이가 있더라도 세무 신고 내용이 우선한다.",제102조(자료 요청) 장관은 조건 보호를 위해 관계 기관에 정보 제공을 요청할 수 있으며 사용자는 기관 간 정보 공유를 피할 수 없다.,0
"사업소득 및 근로소득 관련 정보는 세무 신고 내용을 기준으로 하므로, 실제 지급 임금과 차이가 있더라도 세무 신고 내용이 우선한다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
사업주의 소득 정보는 사생활 보호 대상이므로 고용노동부의 요청에도 제공을 거부할 수 있다.,제102조(소득 정보) 사업소득 및 근로소득 관련 정보를 요청할 수 있으며 사용자는 소득 정보를 허위로 보고하거나 은폐할 수 없다.,1
사업주의 소득 정보는 사생활 보호 대상이므로 고용노동부의 요청에도 제공을 거부할 수 있다.,제102조(고용 정보) 고용보험 가입 및 보수 관련 정보를 활용할 수 있으며 사용자는 보험 관련 자료를 적법하게 유지·관리해야 한다.,0
사업주의 소득 정보는 사생활 보호 대상이므로 고용노동부의 요청에도 제공을 거부할 수 있다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"고용보험 가입 및 보수 관련 자료는 사용자가 신고한 내용을 기준으로 관리하며, 실제 지급액과 차이가 있더라도 신고 내용이 우선한다.",제102조(고용 정보) 고용보험 가입 및 보수 관련 정보를 활용할 수 있으며 사용자는 보험 관련 자료를 적법하게 유지·관리해야 한다.,1
"고용보험 가입 및 보수 관련 자료는 사용자가 신고한 내용을 기준으로 관리하며, 실제 지급액과 차이가 있더라도 신고 내용이 우선한다.",제102조(소득 정보) 사업소득 및 근로소득 관련 정보를 요청할 수 있으며 사용자는 소득 정보를 허위로 보고하거나 은폐할 수 없다.,0
"고용보험 가입 및 보수 관련 자료는 사용자가 신고한 내용을 기준으로 관리하며, 실제 지급액과 차이가 있더라도 신고 내용이 우선한다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
고용보험 가입 및 보수 관련 자료는 보험 목적으로만 사용해야 하므로 고용노동부의 근로감독 목적 요청에는 제공을 거부할 수 있다.,제102조(고용 정보) 고용보험 가입 및 보수 관련 정보를 활용할 수 있으며 사용자는 보험 관련 자료를 적법하게 유지·관리해야 한다.,1
고용보험 가입 및 보수 관련 자료는 보험 목적으로만 사용해야 하므로 고용노동부의 근로감독 목적 요청에는 제공을 거부할 수 있다.,제102조(기타 자료) 조건 보호를 위해 필요한 기타 정보를 요청할 수 있으며 사용자는 법적 근거가 있는 자료 요청에 협조해야 한다.,0
고용보험 가입 및 보수 관련 자료는 보험 목적으로만 사용해야 하므로 고용노동부의 근로감독 목적 요청에는 제공을 거부할 수 있다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"법령에서 명시적으로 열거되지 않은 기타 정보는 요청을 거부할 수 있으며, 포괄적 자료 요청은 효력이 없다.",제102조(기타 자료) 조건 보호를 위해 필요한 기타 정보를 요청할 수 있으며 사용자는 법적 근거가 있는 자료 요청에 협조해야 한다.,1
"법령에서 명시적으로 열거되지 않은 기타 정보는 요청을 거부할 수 있으며, 포괄적 자료 요청은 효력이 없다.",제102조(고용 정보) 고용보험 가입 및 보수 관련 정보를 활용할 수 있으며 사용자는 보험 관련 자료를 적법하게 유지·관리해야 한다.,0
"법령에서 명시적으로 열거되지 않은 기타 정보는 요청을 거부할 수 있으며, 포괄적 자료 요청은 효력이 없다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
기타 자료에 해당하는 정보를 보유한 기관은 자체 판단에 따라 제공 여부를 결정할 수 있다.,제102조(기타 자료) 조건 보호를 위해 필요한 기타 정보를 요청할 수 있으며 사용자는 법적 근거가 있는 자료 요청에 협조해야 한다.,1
기타 자료에 해당하는 정보를 보유한 기관은 자체 판단에 따라 제공 여부를 결정할 수 있다.,제102조(협조 의무) 자료 요청을 받은 기관장은 정당한 사유 없이 거절할 수 없으며 사용자는 관계 기관의 적법한 조사를 수용해야 한다.,0
기타 자료에 해당하는 정보를 보유한 기관은 자체 판단에 따라 제공 여부를 결정할 수 있다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"자료 요청을 받은 기관장은 내부 보안 규정을 이유로 고용노동부의 요청을 거절할 수 있으며, 협조는 의무가 아닌 재량이다.",제102조(협조 의무) 자료 요청을 받은 기관장은 정당한 사유 없이 거절할 수 없으며 사용자는 관계 기관의 적법한 조사를 수용해야 한다.,1
"자료 요청을 받은 기관장은 내부 보안 규정을 이유로 고용노동부의 요청을 거절할 수 있으며, 협조는 의무가 아닌 재량이다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
자료 요청에 대한 거절이 정당한 사유 없이 이루어지더라도 이에 대한 제재 규정이 없으면 거절이 합법이다.,제102조(협조 의무) 자료 요청을 받은 기관장은 정당한 사유 없이 거절할 수 없으며 사용자는 관계 기관의 적법한 조사를 수용해야 한다.,1
자료 요청에 대한 거절이 정당한 사유 없이 이루어지더라도 이에 대한 제재 규정이 없으면 거절이 합법이다.,"제102조(수수료 면제) 제공되는 자료의 수수료는 면제되며, 정보 활용을 활성화하여 사용자의 법 위반 행위를 철저히 감독한다.",0
자료 요청에 대한 거절이 정당한 사유 없이 이루어지더라도 이에 대한 제재 규정이 없으면 거절이 합법이다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"자료 제공에 따른 행정 비용은 요청 기관이 부담해야 하며, 수수료 면제는 법적 의무가 아닌 행정 편의이다.","제102조(수수료 면제) 제공되는 자료의 수수료는 면제되며, 정보 활용을 활성화하여 사용자의 법 위반 행위를 철저히 감독한다.",1
"자료 제공에 따른 행정 비용은 요청 기관이 부담해야 하며, 수수료 면제는 법적 의무가 아닌 행정 편의이다.",제102조(협조 의무) 자료 요청을 받은 기관장은 정당한 사유 없이 거절할 수 없으며 사용자는 관계 기관의 적법한 조사를 수용해야 한다.,0
"자료 제공에 따른 행정 비용은 요청 기관이 부담해야 하며, 수수료 면제는 법적 의무가 아닌 행정 편의이다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
"자료 제공 기관은 행정 비용 절감을 이유로 수수료를 부과할 수 있으며, 이는 기관의 재량이다.","제102조(수수료 면제) 제공되는 자료의 수수료는 면제되며, 정보 활용을 활성화하여 사용자의 법 위반 행위를 철저히 감독한다.",1
"자료 제공 기관은 행정 비용 절감을 이유로 수수료를 부과할 수 있으며, 이는 기관의 재량이다.",제102조(자료 요청) 장관은 조건 보호를 위해 관계 기관에 정보 제공을 요청할 수 있으며 사용자는 기관 간 정보 공유를 피할 수 없다.,0
"자료 제공 기관은 행정 비용 절감을 이유로 수수료를 부과할 수 있으며, 이는 기관의 재량이다.",제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
근로감독관이 조사 과정에서 알게 된 사업장 정보를 공익 목적을 위해 언론에 제공하는 것은 정당한 정보 공개이다.,제103조(비밀 엄수) 근로감독관은 직무상 알게 된 비밀을 엄수해야 하며 퇴직 후에도 비밀을 누설하는 행위를 엄격히 금지한다.,1
근로감독관이 조사 과정에서 알게 된 사업장 정보를 공익 목적을 위해 언론에 제공하는 것은 정당한 정보 공개이다.,제104조(위반 신고) 법 위반 사실 발생 시 근로자는 감독 기관에 신고할 수 있으며 사용자는 근로자의 정당한 신고 권리를 방해할 수 없다.,0
근로감독관이 조사 과정에서 알게 된 사업장 정보를 공익 목적을 위해 언론에 제공하는 것은 정당한 정보 공개이다.,제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
퇴직한 근로감독관은 더 이상 공무원이 아니므로 재직 중 알게 된 정보를 자유롭게 공개할 수 있다.,제103조(비밀 엄수) 근로감독관은 직무상 알게 된 비밀을 엄수해야 하며 퇴직 후에도 비밀을 누설하는 행위를 엄격히 금지한다.,1
퇴직한 근로감독관은 더 이상 공무원이 아니므로 재직 중 알게 된 정보를 자유롭게 공개할 수 있다.,제102조(사법경찰권) 근로감독관은 노동법 위반 죄에 대해 사법경찰관의 직무를 수행하며 사용자는 범죄 수사 절차에 성실히 임해야 한다.,0
퇴직한 근로감독관은 더 이상 공무원이 아니므로 재직 중 알게 된 정보를 자유롭게 공개할 수 있다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"법 위반 신고를 막기 위해 사전 내부 고충처리 절차를 의무화할 수 있으며, 절차를 거치지 않은 외부 신고는 부적법하다.",제104조(위반 신고) 법 위반 사실 발생 시 근로자는 감독 기관에 신고할 수 있으며 사용자는 근로자의 정당한 신고 권리를 방해할 수 없다.,1
"법 위반 신고를 막기 위해 사전 내부 고충처리 절차를 의무화할 수 있으며, 절차를 거치지 않은 외부 신고는 부적법하다.",제104조(불이익 금지) 신고를 이유로 해고 등 불리한 처우를 하는 것을 절대 금지하며 위반 시 사용자는 가중 처벌을 받게 된다.,0
"법 위반 신고를 막기 위해 사전 내부 고충처리 절차를 의무화할 수 있으며, 절차를 거치지 않은 외부 신고는 부적법하다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
외부 기관에 신고하기 전에 사용자에게 먼저 통보하도록 취업규칙으로 정할 수 있다.,제104조(위반 신고) 법 위반 사실 발생 시 근로자는 감독 기관에 신고할 수 있으며 사용자는 근로자의 정당한 신고 권리를 방해할 수 없다.,1
외부 기관에 신고하기 전에 사용자에게 먼저 통보하도록 취업규칙으로 정할 수 있다.,제103조(비밀 엄수) 근로감독관은 직무상 알게 된 비밀을 엄수해야 하며 퇴직 후에도 비밀을 누설하는 행위를 엄격히 금지한다.,0
외부 기관에 신고하기 전에 사용자에게 먼저 통보하도록 취업규칙으로 정할 수 있다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
법 위반 신고로 인한 조직 내 갈등을 팀 기여도 평가에 반영하는 것은 신고에 대한 불이익이 아닌 업무 평가이다.,제104조(불이익 금지) 신고를 이유로 해고 등 불리한 처우를 하는 것을 절대 금지하며 위반 시 사용자는 가중 처벌을 받게 된다.,1
법 위반 신고로 인한 조직 내 갈등을 팀 기여도 평가에 반영하는 것은 신고에 대한 불이익이 아닌 업무 평가이다.,제104조(위반 신고) 법 위반 사실 발생 시 근로자는 감독 기관에 신고할 수 있으며 사용자는 근로자의 정당한 신고 권리를 방해할 수 없다.,1
법 위반 신고로 인한 조직 내 갈등을 팀 기여도 평가에 반영하는 것은 신고에 대한 불이익이 아닌 업무 평가이다.,제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
법 위반 신고를 한 근로자를 해당 부서에서 다른 부서로 전보하는 것은 신고와 무관한 인사 조치이다.,제104조(불이익 금지) 신고를 이유로 해고 등 불리한 처우를 하는 것을 절대 금지하며 위반 시 사용자는 가중 처벌을 받게 된다.,1
법 위반 신고를 한 근로자를 해당 부서에서 다른 부서로 전보하는 것은 신고와 무관한 인사 조치이다.,제103조(비밀 엄수) 근로감독관은 직무상 알게 된 비밀을 엄수해야 하며 퇴직 후에도 비밀을 누설하는 행위를 엄격히 금지한다.,0
법 위반 신고를 한 근로자를 해당 부서에서 다른 부서로 전보하는 것은 신고와 무관한 인사 조치이다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
법 위반 신고를 사유로 해고하더라도 다른 정당한 해고 사유가 병존하는 경우 부당해고로 보지 않는다.,제104조(불이익 금지) 신고를 이유로 해고 등 불리한 처우를 하는 것을 절대 금지하며 위반 시 사용자는 가중 처벌을 받게 된다.,1
법 위반 신고를 사유로 해고하더라도 다른 정당한 해고 사유가 병존하는 경우 부당해고로 보지 않는다.,제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
신고 근로자에 대한 조직적 따돌림이나 업무 배제는 사용자의 직접적 지시가 없으면 사용자의 책임이 아니다.,제104조(불이익 금지) 신고를 이유로 해고 등 불리한 처우를 하는 것을 절대 금지하며 위반 시 사용자는 가중 처벌을 받게 된다.,1
신고 근로자에 대한 조직적 따돌림이나 업무 배제는 사용자의 직접적 지시가 없으면 사용자의 책임이 아니다.,제103조(비밀 엄수) 근로감독관은 직무상 알게 된 비밀을 엄수해야 하며 퇴직 후에도 비밀을 누설하는 행위를 엄격히 금지한다.,0
신고 근로자에 대한 조직적 따돌림이나 업무 배제는 사용자의 직접적 지시가 없으면 사용자의 책임이 아니다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"노동법 위반 사건은 근로감독관 외에도 경찰, 검찰 등 일반 수사기관이 수사할 수 있으며, 근로감독관의 전담 수사는 권장 사항이다.","제105조(수사 전담) 노동법 위반 수사는 검사와 근로감독관이 전담하며, 타 수사 기관의 부당한 개입을 배제하여 전문적 수사를 보장한다.",1
"노동법 위반 사건은 근로감독관 외에도 경찰, 검찰 등 일반 수사기관이 수사할 수 있으며, 근로감독관의 전담 수사는 권장 사항이다.",제102조(사법경찰권) 근로감독관은 노동법 위반 죄에 대해 사법경찰관의 직무를 수행하며 사용자는 범죄 수사 절차에 성실히 임해야 한다.,0
"노동법 위반 사건은 근로감독관 외에도 경찰, 검찰 등 일반 수사기관이 수사할 수 있으며, 근로감독관의 전담 수사는 권장 사항이다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
경찰이 노동법 위반 사건을 수사하더라도 이는 근로감독관의 전담 수사 영역이므로 협조할 의무가 없다.,"제105조(수사 전담) 노동법 위반 수사는 검사와 근로감독관이 전담하며, 타 수사 기관의 부당한 개입을 배제하여 전문적 수사를 보장한다.",1
경찰이 노동법 위반 사건을 수사하더라도 이는 근로감독관의 전담 수사 영역이므로 협조할 의무가 없다.,제101조(권한 의무) 감독관의 권한과 의무는 노동감독관 직무집행법을 따르며 사용자는 감독관의 정당한 직무 수행을 방해할 수 없다.,0
경찰이 노동법 위반 사건을 수사하더라도 이는 근로감독관의 전담 수사 영역이므로 협조할 의무가 없다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
장관의 공식 위임 없이 지방관서장이 한 처분은 권한 없는 처분이므로 사용자는 이에 따를 의무가 없다.,제106조(권한 위임) 장관 권한의 일부를 지방관서장에게 위임할 수 있으며 사용자는 현지 관서의 적법한 감독 및 처분에 따라야 한다.,1
장관의 공식 위임 없이 지방관서장이 한 처분은 권한 없는 처분이므로 사용자는 이에 따를 의무가 없다.,"제101조(감독 기관) 근로조건 확보를 위해 고용노동부와 소속 기관에 근로감독관을 두며, 사용자는 감독관의 적법한 조사를 수용해야 한다.",0
장관의 공식 위임 없이 지방관서장이 한 처분은 권한 없는 처분이므로 사용자는 이에 따를 의무가 없다.,제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
지방관서장이 위임받은 범위를 초과하여 처분을 내리는 경우 사용자는 이에 불복하고 이행을 거부할 수 있다.,제106조(권한 위임) 장관 권한의 일부를 지방관서장에게 위임할 수 있으며 사용자는 현지 관서의 적법한 감독 및 처분에 따라야 한다.,1
지방관서장이 위임받은 범위를 초과하여 처분을 내리는 경우 사용자는 이에 불복하고 이행을 거부할 수 있다.,"제102조(현장 조사) 근로감독관은 사업장 현장조사, 서류 제출 요구 및 심문을 할 수 있으며 사용자는 이 권한 행사를 거부할 수 없다.",0
지방관서장이 위임받은 범위를 초과하여 처분을 내리는 경우 사용자는 이에 불복하고 이행을 거부할 수 있다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"강제근로, 폭행 등 중대한 법 위반 행위를 자행하더라도 피해자와 합의가 이루어진 경우 형사 처벌의 대상이 되지 않는다.","제107조(중범죄 벌칙) 강제근로, 폭행 등 중대한 법 위반 시 5년 이하 징역 또는 5천만 원 이하 벌금에 처하며 무거운 형사 책임을 가한다.",1
"강제근로, 폭행 등 중대한 법 위반 행위를 자행하더라도 피해자와 합의가 이루어진 경우 형사 처벌의 대상이 되지 않는다.","제107조(벌칙 적용) 금품 청산, 임금 지급, 가산 수당 위반 등 주요 경제적 의무 위반자에게 형사 처벌을 부과하며 지불 회피를 금한다.",0
"강제근로, 폭행 등 중대한 법 위반 행위를 자행하더라도 피해자와 합의가 이루어진 경우 형사 처벌의 대상이 되지 않는다.",제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"금품 청산이나 가산 수당 미지급은 민사적 문제로서 형사 처벌 대상이 아니며, 민사 소송으로만 해결해야 한다.","제107조(벌칙 적용) 금품 청산, 임금 지급, 가산 수당 위반 등 주요 경제적 의무 위반자에게 형사 처벌을 부과하며 지불 회피를 금한다.",1
"금품 청산이나 가산 수당 미지급은 민사적 문제로서 형사 처벌 대상이 아니며, 민사 소송으로만 해결해야 한다.",제107조(반의사불벌) 임금 체불 등 일부 위반은 피해자의 명시적 의사에 반해 처벌할 수 없으나 고의 체불 시 사용자는 처벌될 수 있다.,0
"금품 청산이나 가산 수당 미지급은 민사적 문제로서 형사 처벌 대상이 아니며, 민사 소송으로만 해결해야 한다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
임금 체불에 대한 반의사불벌 규정을 활용하여 피해자에게 합의를 압박하고 형사 처벌을 면탈할 수 있다.,제107조(반의사불벌) 임금 체불 등 일부 위반은 피해자의 명시적 의사에 반해 처벌할 수 없으나 고의 체불 시 사용자는 처벌될 수 있다.,1
임금 체불에 대한 반의사불벌 규정을 활용하여 피해자에게 합의를 압박하고 형사 처벌을 면탈할 수 있다.,"제107조(중범죄 벌칙) 강제근로, 폭행 등 중대한 법 위반 시 5년 이하 징역 또는 5천만 원 이하 벌금에 처하며 무거운 형사 책임을 가한다.",0
임금 체불에 대한 반의사불벌 규정을 활용하여 피해자에게 합의를 압박하고 형사 처벌을 면탈할 수 있다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
사용자가 감독관에게 사업장 실정을 설명하고 선처를 요청하는 것은 정당한 의사소통으로 청탁이 아니다.,"제101조(감독 기관) 근로조건을 감독하기 위하여 고용노동부와 그 소속 기관에 근로감독관을 두며, 사용자는 근로감독관의 직무 수행을 방해해서는 안 된다.",1
사용자가 감독관에게 사업장 실정을 설명하고 선처를 요청하는 것은 정당한 의사소통으로 청탁이 아니다.,"제108조(묵과 금지) 법 위반을 알고도 방치한 감독관은 엄중 처벌되며, 사용자는 감독관에게 묵과를 청탁하는 부정한 행위를 할 수 없다.",1
사용자가 감독관에게 사업장 실정을 설명하고 선처를 요청하는 것은 정당한 의사소통으로 청탁이 아니다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
"감독관이 현장 상황을 파악한 후 자체적으로 처분을 유보하는 것은 재량이며, 사용자가 이를 요청하는 행위도 불법이 아니다.","제108조(묵과 금지) 법 위반을 알고도 방치한 감독관은 엄중 처벌되며, 사용자는 감독관에게 묵과를 청탁하는 부정한 행위를 할 수 없다.",1
"감독관이 현장 상황을 파악한 후 자체적으로 처분을 유보하는 것은 재량이며, 사용자가 이를 요청하는 행위도 불법이 아니다.",제108조(감독관 벌칙) 감독관이 법 위반 사실을 고의로 묵과하면 3년 이하 징역 등에 처하며 감독관의 부정한 유착 및 직무 유기를 금한다.,0
"감독관이 현장 상황을 파악한 후 자체적으로 처분을 유보하는 것은 재량이며, 사용자가 이를 요청하는 행위도 불법이 아니다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
"임금 지급 의무 위반은 민사상 채무 불이행에 해당하며, 형사 처벌의 대상이 아닌 민사 소송으로만 해결해야 한다.","제109조(벌칙 적용) 임금 지급, 괴롭힘 피해자 불이익 처우 위반 시 3년 이하 징역 등에 처하며 사용자의 권력 남용을 형사 처벌한다.",1
"임금 지급 의무 위반은 민사상 채무 불이행에 해당하며, 형사 처벌의 대상이 아닌 민사 소송으로만 해결해야 한다.",제109조(공소 제기) 임금 위반 등에 대해 피해자 의사를 존중하여 공소 제기 여부를 결정하나 사용자는 법적 책임을 면하기 위해 노력해야 한다.,0
"임금 지급 의무 위반은 민사상 채무 불이행에 해당하며, 형사 처벌의 대상이 아닌 민사 소송으로만 해결해야 한다.",제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
임금 체불 피해자가 처벌을 원하지 않는다는 의사를 표명하면 검사는 공소를 제기할 수 없으므로 사용자가 피해자를 설득하면 형사 처벌을 피할 수 있다.,제109조(공소 제기) 임금 위반 등에 대해 피해자 의사를 존중하여 공소 제기 여부를 결정하나 사용자는 법적 책임을 면하기 위해 노력해야 한다.,1
임금 체불 피해자가 처벌을 원하지 않는다는 의사를 표명하면 검사는 공소를 제기할 수 없으므로 사용자가 피해자를 설득하면 형사 처벌을 피할 수 있다.,"제109조(벌칙 적용) 임금 지급, 괴롭힘 피해자 불이익 처우 위반 시 3년 이하 징역 등에 처하며 사용자의 권력 남용을 형사 처벌한다.",0
임금 체불 피해자가 처벌을 원하지 않는다는 의사를 표명하면 검사는 공소를 제기할 수 없으므로 사용자가 피해자를 설득하면 형사 처벌을 피할 수 있다.,제109조(벌칙) 임금 지급 등 위반 시 3년 이하 징역.,0
여성이나 연소자를 유해 업무에 배치하더라도 본인의 동의가 있으면 형사 처벌의 대상이 되지 않는다.,"제109조(여성 보호) 여성/연소자 유해 업무 사용, 괴롭힘 신고자 불이익 처우 시 형사 처벌하며 사용자의 약자 보호 의무를 강제한다.",1
여성이나 연소자를 유해 업무에 배치하더라도 본인의 동의가 있으면 형사 처벌의 대상이 되지 않는다.,"제109조(벌칙 적용) 임금 지급, 괴롭힘 피해자 불이익 처우 위반 시 3년 이하 징역 등에 처하며 사용자의 권력 남용을 형사 처벌한다.",0
여성이나 연소자를 유해 업무에 배치하더라도 본인의 동의가 있으면 형사 처벌의 대상이 되지 않는다.,제116조(과태료) 각종 의무 위반에 과태료를 부과한다.,0
근로조건 위반이 반복되더라도 각 위반 건이 경미한 경우에는 합산하여 중한 처벌을 부과할 수 없다.,제110조(처벌 강화) 반복적인 근로조건 위반은 징역형 등 강력한 처벌로 이어지며 사용자는 법을 준수하여 형사 리스크를 관리해야 한다.,1
